"問題は以下の内容に関するものである。
「スコラ学者であったアリストテレスがプラトンに取って代わられたのは、ビザンティンの学問との接触によって早まった。東方教会と西方教会を名目上統一したフェラーラ＝フィレンツェ公会議（1438年）ではすでに、ビザンティン側がアリストテレスに対するプラトンの優位性を主張する論争が行われていた。コジモとロレンツォ・デ・メディチはともにプラトンに傾倒し、コジモがプラトン・アカデミーを創設し、ロレンツォが引き継ぎ、プラトンの研究に専念した。…しかし、当時の人文学者は古代の知識を習得するのに忙しいあまりに、価値のあるものは何も生み出せなかった。」
バートランド・ラッセル（イギリスの哲学者）『西洋哲学史』（1946年）
この文章からフェラーラ＝フィレンツェ公会議についてどのようなことが推測されるか?",フェラーラ＝フィレンツェ公会議はプラトン・アカデミーの基礎を築いた,東方教会と西方教会の間の相違を恒久的に和解させた,西ヨーロッパにおける古典哲学の再発見を加速させた,ビザンチンがフィレンツェの学問から学ぶことを可能にした,C
"問題は以下の内容に関するものである。
「「だが親愛なるパングロスよ」キャンディードは言った。「私が君にもう一度会うことがどうしてできるのか」
「たしかに」パングロスは言った。「君は私が絞首刑になったのを見た…。外科医が私の死体を買い取り、家に持ち帰り、解剖した。彼はまず、へそから鎖骨にかけて十字形の切開を行うことから始めた。私ほどひどい絞首刑にあった者はいないだろう。異端審問の執行人は副司祭で、火あぶりのやり方は素晴らしくよく知っていたが、絞首刑には慣れていなかった。紐は濡れていてうまく滑らず、しかも縛り方が悪かった。要するに、私にはまだ息があって、十字形の切開が行われたときに、外科医が仰向けに倒れるほどの恐ろしい悲鳴を上げたのだ…（やっとのことで彼は）私の傷を縫い合わせ、彼の妻は私の看病までしてくれた。
ある日、私は思い立ってモスクに足を踏み入れた。そこで私は、年老いたイマンと、主の祈りを口にしているとても可愛らしくて若い熱心な信者を見かけた…。彼女は花束を落としてしまったので、私はそれを拾い上げ、深い畏敬の念を込めて彼女に贈った。花束を渡すのにあまりに時間がかかったので、イマンは怒り始め、私がクリスチャンであることを知ると助けを呼んだ。彼らが私を法官の前に連れて行くと、法官は足の裏に100回の鞭打ちを命じ、私をガレー船へ送った。私はまさに同じガレー船の、若い男爵と同じベンチにつながれた。このガレー船には、マルセイユから来た4人の若者、5人のナポリの司祭、コルフから来た2人の修道士が乗っていて、同じような危険が毎日のように起こっていたと話してくれた。男爵は私よりもっと不当な扱いを受けたと主張していた…。私たちは絶えず文句をつけられていた。普遍的な出来事の連鎖が君を私たちのガレー船まで連れてきたとき、私たちは雄牛の陰茎で作った鞭で20回の鞭打ちを受けていたが、君は親切にも私たちを解放してくれた。」
「親愛なるパングロスよ、」キャンディードは彼に言った。「絞首刑にされ、解剖され、鞭打たれ、櫂を引いていたときも、君は常にすべては最善のために起こると考えていたのか?」
「私の考えは依然変わっていない」パングロスは答えた。「私は哲学者であり、撤回することはできない。なぜなら、主としてライプニッツが決して間違っているはずがないからであり、そのうえ予定調和説は世界で最も素晴らしいものであり、彼のプレナムと微細物質も同様だからだ。」」
ヴォルテール（フランスの啓蒙主義作家）『キャンディード』（1759年）
キャンディードの「すべては常に最善のために起こる」という発言は、啓蒙主義のどのような考えの反映と見ることができるか?",科学的方法を適用すれば、社会は完璧になる,強力な中央権力のない国民は、自然の状態で生きる運命にある,政府の唯一の目的は、生命、自由、財産の権利を保障すること,自由市場だけが、国家を富と幸福に導くことができる,A
"問題は以下の内容に関するものである。
以下は1651年の航海法からの抜粋である。
1651年12月1日以降、この先、アジア、アフリカ、アメリカ、その一部、そこに属する島々、これらの場所で通常使用される地図や書類に記載または規定される地域、ここにはイングランドの植民地も含まれるが、これらの地域で生育、生産、製造されたすべての物品や商品は、いかなる他国の船・船団または貨物船・貨物船団によっても、イングランド共和国、アイルランド、および同共和国が統治・所有する島々、植民地、領土へ輸入または持ち込むことはできない。これができるのは、それらの所有者または権利保有者が真に偽りなく同共和国またはその植民地の国民であり、その船長および船員が同共和国民である場合のみとする。この法律に反して輸入されたすべての物品には、没収および損害金の罰則が科される。…
ヨーロッパまたはそこに属する地域で生育、生産、製造されたすべての物品や商品は、1651年12月1日以降、前述の物品の生育、生産、製造が行われた国または地域の国民に真に適正に属する船および貨物船を除いて、いかなる他国の船・船団または貨物船・貨物船団によっても、同共和国、および同共和国が統治・所有する土地や領土へ輸入または持ち込むことはできない。これができるのは、それらがイングランド共和国民に真に偽りなく属する場合のみとする。
1651年にイングランドのランプ議会が上記の法律を制定したのは、次のうちどれが目的であったか?",イギリスの植民地が、ヨーロッパ本土の競争相手によって製造された安価な商品で溢れかえるのを防ぐため,カリブ海のイギリス植民地で砂糖プランテーション用の奴隷の必要性が高まっていたため、ポルトガルから奴隷貿易の支配権を取り戻すため,イングランドとその植民地間の商品、および他国からイングランドへの商品、イングランドから他国への商品の移動能力を制限することで、海上貿易におけるオランダの支配を終わらせるため,当時フランスが支配していた大西洋海上貿易、およびタラ漁や捕鯨産業からフランスを追い出すため,C
"問題は以下の内容に関するものである。
美しいものを作りたいという願望とは別に、私の人生の主要な情熱はこれまでも今も、近代文明に対する憎悪であった。今、私はそれについて何と言おう。この言葉を口にするとき、私はその滅亡を望んでいる。私はそれが社会主義に取って代わられることについて何と言おう。
機械的な力の支配とその浪費、貧しすぎる国民、豊かすぎる国民の敵、途方もない組織—人生の悲惨さよ！その愚かさゆえに誰もが享受できた単純な楽しみを蔑ろにすること。労働の唯一の確かな慰めである芸術を破壊した、盲目の低俗さ。これらすべてを、私は当時も今も感じていたがその理由はわからなかった。過去の時代の希望は消え去り、何世紀にもわたる人類の闘いは、このみすぼらしく、無目的で、醜い混乱以外には何も生み出さなかった。目前の未来は、文明の退屈なみすぼらしさが世界に行き渡る前の時代の最後の生き残りを一掃することによって、現在のすべての悪を激化させるように私には思えた。
これは実に悪い見通しであり、私自身の単なるタイプではなく人格に関して述べるのであれば、形而上学や宗教、科学的分析には無頓着だが、地球とそこに生きる生命を深く愛し、人類の過去の歴史に情熱を燃やす私のような性格の人間にとっては、なおさらである。
ウィリアム・モリス『How I Became a Socialist』（1896）
この一節から、モリスについて推測されることは何か?",社会主義者になることを選んだのは、現代社会が引き起こす資源の大きな浪費と全般的な不幸に愕然としたから,社会主義者になることを選んだのは、マルクスの主張の説得力に惹かれたから,社会主義を拒否したのは、それが醜い混乱しか生まなかったから,社会主義を拒否したのは、地球とそこに生きる生命への深い愛に駆られたから,A
"問題は以下の内容に関するものである。
以下の一組の抜粋は、探検家クリストファー・コロンブスとメキシコ・チアパスのドミニコ会司教バルトロメウ・デ・ラス・カサスによって書かれたものである。
資料1
インディアスは売り手が要求するものは何でも与えた。…こうして彼らはばかみたいに綿や金を、弓やグラスやボトル、瓶の破片と物々交換した。私はそれを不当であるとして禁じ、私自身は持参した多くの美しい品々を彼らに与えて見返りには何も貰わなかった。それは、彼らがキリスト教徒になり、国王と王妃、王子たち、そしてすべてのスペイン人に敬意を抱くよう懐柔するためであり、また、彼らが豊富に所有しているが、私たちが非常に必要としているものを探し出し、集め、私たちに届けることに関心を持つように仕向けるためであった。
—クリストファー・コロンブス『ラファエル・サンチェス宛書簡』1493年
資料2
この穏やかな子羊たちに目をつけたのは…彼らが子羊たちを見つけた最初の日からで、スペイン人はひどく飢えた狼か、あるいは何日も肉を食べていない虎や野蛮なライオンのように子羊の群れに襲いかかった。最初に確立されたパターンは変わらないまま今も残っており、いまだにスペイン人が行っているのは、原住民をズタズタに引き裂き、殺害し、数え切れないほどの悲惨と苦しみと苦痛を与え、容赦なく拷問にかけ、蹂躙し、迫害することのみである。この目的のために彼らが発明し、洗練させた数々の独創的な拷問方法については、いずれ述べることにするが、数字を見るだけでもこの方法がいかに効果的であったかは大体お分かりいただけるだろう。スペイン人が初めてイスパニョーラ島を旅したとき、イスパニョーラ島の先住民の人口は300万人ほどだったが、今ではわずか200人しか残っていない。彼らがこのように莫大な数の魂を殺し、破壊する理由は、キリスト教徒には究極の目的があるからだ。それは黄金を手に入れ、ごく短期間で富を膨らませ、その結果、彼らの功績に不釣り合いな高貴な地位に上り詰めることである。
—バルトロメ・デ・ラス・カサス『インディアスの破壊についての簡潔な報告』1542年
デ・ラス・カサスが資料2で批判していると思われる探検の動機はどれか?",原住民をキリスト教に改宗させること,経済的利益,個人的栄光,新しい仲間を見つけること,B
"問題は以下の内容に関するものである。
以下の抜粋を読みなさい。
最も高尚な種類の最高の天才の才能が、人間にこれほどふんだんに授けられたことはない。ナポレオンの天才ぶりには驚かされる。あらゆる分野の人間の知識が等しく彼の巨大な知性に熟知されている。セントヘレナでのナポレオンの会話は、それについてひとつずつ調べた人々のあまたの膨大な記録に散りばめられており、何よりも強烈な興味深さに満ちている。幽閉から死までの長い苦悩の間、彼はその驚くべき経歴の出来事について、また私たち人類の福祉に最も深く関わる道徳、政治、宗教のあらゆるテーマについて、完全に自由に語った。感情の輝きと言葉のエネルギーで表現されたこの深遠な思想に親しむことで、鼓舞されない者はいないだろう。
—ジョン・S・C・アボット（歴史家）『セントヘレナにおけるナポレオン』（1855年）
ナポレオン政権下のフランス帝国の次の特徴のうち、アボットが最も感銘を受けたと思われるものはどれか?",ナポレオンの秘密警察,ナポレオンの国内改革,ナポレオンによる女性の権利の抑圧,ナポレオンの軍事戦術,B
"問題は以下の内容に関するものである。
次の引用を読みなさい。
私は直ちに、金星と水星が太陽の周りをさまようように、木星の周りをさまよう3つの星が天空に存在することを疑いなく結論付け、その後の同様の機会における観測によってそれは極めて明白となった。そして、そのような星は3つだけでなく、4つの星が木星の周りを公転している。観測された変化についてはより正確に後でここに記すことにしよう。また、私は望遠鏡を使ってそれらの間の距離を測定した。…
これらの観測は、最近私が初めて発見した4つのメディチ家の星に関するものであり、このデータからそれらの周期を数値的に再構築することはまだできないが、少なくとも注目に値するいくつかの事実を証拠として提出することは正当である。とりわけ、木星に同じ間隔で追従することもあれば先行することもあり、木星の東か西の非常に限られた距離内に留まり、木星の逆行運動と直行運動の両方に一定の方法で同行していることから、木星を中心とする自転を完了すると同時に、宇宙の中心を中心とする12年の周期をすべて共に果たしていることを疑う人はいない。
—ガリレオ・ガリレイ（1610年）
次のポーランドの思想家のうち、ガリレオが上の文章を書くための確信を与えた人物は誰か?",ニコラウス・コペルニクス,ヨハネス・ケプラー,ガリレオ・ガリレイ,ヨゼフ・ピウスツキ,A
"問題は以下の内容に関するものである。
次の言葉は、1755年のリスボン地震に対するヴォルテールの言葉である。
親愛なる君、自然は非常に残酷である。可能な限り最良の世界において、運動の法則がどうしてこのような恐ろしい災害を引き起こすのか、想像するのは難しいだろう。私たちの仲間である10万匹のアリが、アリの巣の中で一度に押しつぶされ、その半数は、おそらく言いようのない苦しみを味わいながら、その残骸の下敷きになって抜け出せずに死んでいった。ヨーロッパ中の仲間たちが破滅し、君の同胞である100人の実業家の運命が、リスボンの廃墟に飲み込まれた。人間の人生というゲームは、なんと惨めな賭けなのだろう！特に異端審問所がまだ残っていたとして、説教者たちは何と言うだろう。少なくとも牧師や異端審問官たちが他の人たちと同じように打ち砕かれていたのなら私は満足だ。互いに苦しめあってはならないと教えるべきだったのである。数人の聖なる悪党が数人の狂信者を燃やしている間に、大地はすべてを飲み込んでしまうのだから。
—ヴォルテール、手紙、1755年
次の啓蒙思想家のうち、理性への信頼を疑問視し、ロマン主義運動を始めたのは誰か?また、その根拠は何であったか?",ジャン＝ジャック・ルソー、社会が高貴な魂を堕落させると考えたから。,モンテスキュー男爵、政府には公正である能力がないと考えたから。,メアリ・ウルストンクラフト、女性の感情的な被支配に憤ったから。,アダム・スミス、他人の気持ちを理解するのに理性は使えないと述べたから。,A
"問題は以下の内容に関するものである。
次の詩を読んで問題に答えなさい。
白人の責務を担え—
汝が育てた最良の者たちを送り出せ—
息子たちを追い出すのだ
捕虜の必要を満たすために
付きっ切りで世話をするのだ
大騒ぎする民衆と蛮族のために—
お前たちの新しく捕らえられた不機嫌な民衆
半分悪魔で半分子供の
…
白人の責務を担え—
平和のための野蛮な戦争—
飢饉の口を満たし
病気を退かせ
そして、目標の達成が目前に迫ったとき
他者の求めのために…
怠惰と邪悪な愚行に注意せよ
希望のすべてが無に帰すことのないように
ラドヤード・キップリング『白人の責務』（1899年）
この詩は、大英帝国の支配や影響下にあった先住民族に対するどのような態度を描いているか?",彼らはイギリス民族の「追放された息子」。,「野蛮」でありながら、恒久的な平和のために戦争をする。,彼らはキリスト教に改宗する準備ができている。,文明が発達していない、未開の文明の産物。,D
"問題は以下の内容に関するものである。
以下は1651年の航海法からの抜粋である。
1651年12月1日以降、この先、アジア、アフリカ、アメリカ、その一部、そこに属する島々、これらの場所で通常使用される地図や書類に記載または規定される地域、ここにはイングランドの植民地も含まれるが、これらの地域で生育、生産、製造されたすべての物品や商品は、いかなる他国の船・船団または貨物船・貨物船団によっても、イングランド共和国、アイルランド、および同共和国が統治・所有する島々、植民地、領土へ輸入または持ち込むことはできない。これができるのは、それらの所有者または権利保有者が真に偽りなく同共和国またはその植民地の国民であり、その船長および船員が同共和国民である場合のみとする。この法律に反して輸入されたすべての物品には、没収および損害金の罰則が科される。…
ヨーロッパまたはそこに属する地域で生育、生産、製造されたすべての物品や商品は、1651年12月1日以降、前述の物品の生育、生産、製造が行われた国または地域の国民に真に適正に属する船および貨物船を除いて、いかなる他国の船・船団または貨物船・貨物船団によっても、同共和国、および同共和国が統治・所有する土地や領土へ輸入または持ち込むことはできない。これができるのは、それらがイングランド共和国民に真に偽りなく属する場合のみとする。
上記の1651年航海法は、次のどの経済哲学者の理論や信念と対立するか?",トマス・マルサス,ジョサイア・チャイルド,アダム・スミス,ジャン＝バティスト・コルベール,C
"問題は以下の内容に関するものである。
ペレストロイカ（再構築）は、社会主義社会の深遠な発展過程から生じた緊急の必要性によるものである。この社会の変革の機は熟している。社会は長い間、変化を切望してきた。ペレストロイカの開始が遅れれば、近い将来、内情が悪化し、大げさに言えば、深刻な社会的、経済的、政治的危機に見舞われることになりかねなかった。
ミハイル・ゴルバチョフ『Perestroika：New Thinking for Our Country and the World』（1987年）
この文章から、ゴルバチョフの主張はどのようなものであったと推測されるか?",ソ連の社会主義社会の再編成は不可避であった,ソ連の社会主義社会の再編成は現状を悪化させた,ソ連の社会主義社会の再編成は危機を回避するために必要であった,ソ連の崩壊を回避するためには社会主義社会の再編成が必要であった,C
"問題は以下の内容に関するものである。
この瞬間から敵が共和国の国土から駆逐されるまで、すべてのフランス人は軍隊のために永久に徴用される。青年は戦いに赴き、既婚男性は武器を鍛え、食料を運搬し、女性はテントと衣服を作り、病院で奉仕し、子供は古い麻布から包帯用の布を作り、老人は戦士の勇気を奮い立たせ、王への憎悪と共和国の統一を説くために公共の場に身を投じなければならない。…
公安委員会は、フランス国民の熱意とエネルギーに対応するあらゆる種類の武器の臨時製造を遅滞なく開始するために、必要なあらゆる措置を講じることを命じられる。従って、公安委員会は、これらの製造に必要と思われるすべての施設、工場、工房、製作所を設立し、また、共和国の全土において、その成功に貢献しうる技術者および労働者を徴発する権限を有する。
この法律の執行のために派遣された人民の代表は、公安委員会と協力して行動し、それぞれの地区において同様の権限を有する。この者たちには軍隊の代表に付与された権限が制限なく与えられる。
1793年8月23日、国民皆兵
この一節がヨーロッパ近代史における戦争史の転換点を示していると言えるのは次のどの理由からか?",大規模な工業化によって生産された兵器の導入を象徴しているから。,国家の敵を完全に絶滅させることを提唱しているから。,委員会によって運営される戦争であるから。,総力戦を提唱しているからであるから。,D
"問題は以下の内容に関するものである。
以下の抜粋を読みなさい。
もし文明的な教育がすべての子供にその天賦の才能を開花させたとしたら、ほとんどすべての金持ちの子供が、石工、大工、鍛冶屋、馬具屋など、さまざまな非常に平民的な職業に熱中しているのを見ることになるだろう。ルイ16世は鍵屋の仕事を好み、スペインのインファンタは靴職人を好み、デンマークのある王は注射器の製造に熱中し、ナポリの前王は釣った魚を自ら市場で売るのが好きだった。パルマの王子は、コンディヤックに形而上学の副題、直観の理解、認知について教えられたが、教区委員と平修士の職にしか興味を示さなかった。
文明化された教育がこうした嗜好の発達に反対しなければ、また、工房の不潔さや労働者の粗野さが魅力よりも強い嫌悪感を呼び起こさなければ、裕福な子供の大多数はこうした平民的な嗜好に従うだろう。今述べた4つの職業、すなわち石工、大工、鍛冶屋、馬具工のいずれかを好まない王子の子供がいるだろうか。また、幼い頃から、子供用の小さな作業場をいつも用意してくれるような洗練された人々が、殺風景な工房で小さな道具と軽い労働力を使って仕事をしている姿を目の当たりにしたら、その仕事に進まなくなる子供がいるだろうか。
—シャルル・フーリエ『教育について』1838年
フーリエの仲間の多くは男子普通選挙を提唱したが、これは次のどのグループによって最も広められたか?",ラッダイト,自由主義者,功利主義者,チャーティスト,D
"問題は以下の内容に関するものである。
私は、廷臣の主要かつ真の職業は武術であるべきだと考えている。私は、廷臣には何よりも積極的に武術を追求し、大胆で強く、誰に仕えようと忠誠を尽くす者として、他の人々の間で知られるようにしたい。…
私は彼の体格をよく鍛え、四肢の形を整え、強さと軽さとしなやかさを発揮させ、武人にふさわしいあらゆる身体運動を身につけさせたいと考えている。そのためには第一に、馬に乗って使うものとそうでないもの、あらゆる種類の武器を取り扱い、それぞれの利点を理解すべきであり、特に紳士たちが通常使用する武器に慣れておくべきである。…
そうすれば、我らが廷臣は優秀であると評価され、あらゆること、特に会話において優美さを獲得するであろう。…
私は彼に少なくとも、人文学と呼ばれる学問においては、学識を十二分に習熟させ、ラテン語だけでなく、ギリシャ語にも通じているようにさせる。これはそこに見事に記された多くの異なるものごとを知るためである。詩人、弁士、歴史家にも精通させ、詩や散文、特にわれわれの俗（土）語にも習熟させなさい。…
廷臣が音楽家であり、音符を理解し、読むことができるだけでなく、さまざまな楽器を演奏することができなければ、私は満足しない。…
私は廷臣に、嘘つきや自慢屋という汚名を着せられないようにと願っている。時としてそれに値しない者にまで汚名が着せられることがあるからだ。
—バルダッサーレ・カスティリオーネの『宮廷人』（1528年）より
上の文章は、ルネサンス時代の次のテーマのうち、どれと最も関係が深いか?",世俗主義,個人主義,ヒューマニズム,視点,C
"問題は以下の内容に関するものである。
以下の抜粋を読みなさい。
革命の種はあらゆる国に浸透し、多かれ少なかれ広がっていた。それはボナパルトの軍事専制体制のもとで大きく発展した。ボナパルトの征服は、多くの法律、制度、慣習を根底から覆し、すべての国の神聖な絆を打ち破った。その強力さは時代そのものに対抗するほどであった。そしてそれはこれらの革新者によって得られた一定の恩恵以上のものであったと言える。
君主たちは、主が彼らに権力を委ねることによって、正義と万人の権利の維持を監視し、誤りの道を避け、真理の道をしっかりと踏みしめるよう、彼らに課した義務を果たすだろう。社会を動揺させる情念の彼方に身を置くことで、試練の日にこそ彼らに求められているのは、現実から虚飾を取り除き、一族の長に当然の権利として属する権威を授けられた父としてありのままの姿を示し、彼らが悲嘆の日々において正しさ、聡明さ、それこそが強さの所以であることをいかに示すかを知っており、社会の損失を伴うに違いない起こり得る派閥争い、誤り、その影響から守らなければならない人々を見捨てるつもりはないと証明することである。
君主間の連合は、社会を完全な破滅から救うために、今なすべき政策の基本である。…
認識された必然性に応じて必要な政府の部門を修正することにおいて、党派に譲歩することと彼らが国民のためになすべき善行とを混同してはならない。
公正でありながら強く、恩恵的でありながら厳格であれ。
宗教的原則をその純粋さにおいて維持し、信仰が攻撃され、道徳が社会契約や愚かな宗派のビジョンに従って解釈されることを許してはならない。
社会の腐敗の根源である秘密結社を弾圧せよ。
—クレメンス・フォン・メッテルニヒ『政治的信仰告白』（1820年）
ウィーン会議でメッテルニヒが主導した交渉の最終的な結果は、上記の文章と次のうちどのように関連しているか?",ボナパルトの軍事専制主義に関するメッテルニヒの発言は、ヨーロッパのすべての帝国の消滅につながった。,義務を果たすというメッテルニヒの発言は、ヨーロッパの運命を左右する神聖同盟への支持を示した。,君主の団結についてのメッテルニヒの発言は、ヨーロッパ協調の創設を暗示している。,メッテルニヒの秘密結社に対する嫌悪感は、カールスバッド勅令の制定につながった。,C
"問題は以下の内容に関するものである。
政府が貧困者の救済総責任者の職を引き受けることは、政府は保護以上のことはできないという原則によって、必然的に禁じられている。市民の要求に応じた苦難を軽減するための拠出金は…国家が…その機能を逆転させることである。…基本法を執行すること、すなわち、すべての人が、他のいかなる人の自由をも等しく侵害しないことを条件として、その人が望むことをすべて行う自由を持つように配慮することである。…（しかし、それは）満足を保証することとはまったく別のことである。…
能力のない者の貧困、軽率な者に襲いかかる苦難、怠け者の飢餓、強者による弱者の肩身の狭さ…これらは、大いなる、遠くを見通す博愛の定めである。…個別にではなく、普遍的な人類の利益と結びつけて考えれば、これらの過酷な運命は最高の恩恵に満ちていることがわかる。
ハーバート・スペンサー『社会統計学: 適者生存の人類への適用』（1851年）
この一節から、スペンサーはどのような19世紀の政治哲学の擁護者であったことが推察されるか?",保守主義,アナキズム,自由主義,社会主義,C
"問題は以下の内容に関するものである。
以下の陳情書を読みなさい。
第3条： フランス人は、国民議会が作成し、国王が承認したもののみを王国の法律とみなす。
第11条： 個人の自由、所有権および国民の安全は、明確、正確かつ取消不能な方法で確立されなければならない。すべての封印状は、国家元帥が適当と認める一定の修正を加えることを条件として、永久に廃止される。
第12条： フランス人の個人的および財産的権利を害する可能性を永久に除去するため、陪審制は、すべての刑事事件および事実決定のための民事事件において、国のすべての裁判所に導入されるものとする。
第17条： 刑罰におけるすべての区別は廃止されるものとし、各階級の国民が犯した犯罪は、同一の法形式に従い、同一の方法で、区別なく処罰されるものとする。国家元帥は、違反の影響が個人に限定され、いかなる関与もしていない無実の違反者の親族に反映されないように努めなければならない。
第21条： いかなる租税も、人民の代表によって受け入れられ、国王によって承認されない限り、合法的なものにはならない。
—ヴェルサイユ宮殿における三部会のカイエ（1789年）
上記の文書で言及されているフランス革命の原因となったフランスの問題のうち該当しないものは次のうちどれか?",借金と低収入による財政問題。,フランスの法制度が公平でなかったこと。,啓蒙思想の普及。,1789年のフランスでは社会的、政治的不平等が多かったこと。,A
"問題は以下の内容に関するものである。
以下の引用文を読んで問題に答えなさい。
1848年はドイツ史、ひいてはヨーロッパ史の決定的な年であった。ドイツの過去の要点を繰り返し、ドイツの未来に影響を与えた。…思想の力に対する限りない信頼によってこれほど鼓舞された革命はかつてなかった。革命の成功は保守的な思想を、革命の失敗は自由主義的な思想を貶めた。革命の後には、力の思想だけが残り、この思想がそれ以後、ドイツ史の舵取りをすることになった。1521年以来初めて、ドイツ国民はドイツの舞台の中央に立ったが、再び出番を逃した。ドイツの歴史は転換点を迎え、そして転換できなかった。これが1848年の運命的な本質であった。
A・J・P・テイラー『The Course of German History』（1945年）
この引用文から、テイラーは、1848年の政治革命の最も重要な効果は何であったと考えていたと推測されるか?",支配階級に変化をもたらすことができなかったこと,思想の力を証明したこと,保守的・自由主義的政治イデオロギーの両方の信用を失墜させたこと,近代的警察組織の構想の創出,C
"問題は以下の内容に関するものである。
アディソン法は、戦後労働者階級の願望が速やかに満たされなければ、イギリスはロシアと同様の革命を経験するかもしれないという見方のもとに考案された。1920年までに、その恐怖は後退し始め、アディソンの政策は過度なものとみなされるようになった。新たな態度の直接的な犠牲となったのは、1920年9月に仮計画が承認された、区のキングフィールド・ストリート計画だった。評議会が驚いたことに、政府の住宅委員会は「評議会の現在の公約と現時点で利用可能な資金を考慮して」この計画を延期し、1921年5月に政府は住宅計画の大幅な縮小を発表し、住宅目標を半減させた。
—イギリスの歴史家ハーマイオニー・ホブハウスによる著作『Public Housing in Poplar: The Inter-war Years』（1994年）からの抜粋
上記の計画変更に関する記述として最も適切なものはどれか?",第一次世界大戦後、福祉計画が疑問視された。,住宅はイギリスの予算の大部分を占めていた。,労働者が共産主義革命を起こす恐れがあった。,政府住宅局はもっと住宅を建設したかった。,A
"問題は以下の内容に関するものである。
以下の引用文を読んで問題に答えなさい。
1848年はドイツ史、ひいてはヨーロッパ史の決定的な年であった。ドイツの過去の要点を繰り返し、ドイツの未来に影響を与えた。…思想の力に対する限りない信頼によってこれほど鼓舞された革命はかつてなかった。革命の成功は保守的な思想を、革命の失敗は自由主義的な思想を貶めた。革命の後には、力の思想だけが残り、この思想がそれ以後、ドイツ史の舵取りをすることになった。1521年以来初めて、ドイツ国民はドイツの舞台の中央に立ったが、再び出番を逃した。ドイツの歴史は転換点を迎え、そして転換できなかった。これが1848年の運命的な本質であった。
A・J・P・テイラー『The Course of German History』（1945年）
テイラーが1945年にこの分析を書いたことがなぜ重要であり得るのか?",第二次世界大戦末期に執筆していた歴史家は、ドイツの好戦性の起源を探し求め、それを見つけることに傾倒していた可能性があるから。,1945年に執筆していた歴史家は、今は亡くなっているだろうから、彼の分析は無関係。,1945年に書かれた歴史分析は「時代遅れ」であり、もっと新しい本を探すべき。,第二次世界大戦末期に執筆していた歴史家は、冷戦の起源を探そうとしていたから。,A
"問題は以下の内容に関するものである。
われわれは、この永久かつ取消不能の勅令によって、次のことを定め、宣言する：
「第一に、一方または他方によってなされたすべての出来事の記憶は…これまでの争いの時代におけるものであるが、そのような出来事はなかったかのように消し去られ、忘れ去られ続ける。…
「カトリック使徒およびローマ宗教が、同宗教の実践が中断されている、このわれわれの王国のすべての場所と地域、我々の支配の対象となる国々で回復され、再確立されることを布告する。これは平和で自由に同宗教が実施され、争いや妨害がなくなるようにするためである。…
「そして、われわれの臣民の間に争いや不和が起きる誘因を残さないために、われわれは、改革派と呼ばれる宗教の人々が不快な思いをしたり、いやがらせを受けたり、良心に反する宗教上の事柄を行うよう強制されたりすることなく、この我々の王国と我々の支配下にある国々のすべての都市と場所に住み、滞在することを許可し、そしてこれとともに許可する。…」
フランス、ヘンリー4世『ナントの勅令』（1598年）
この一節からどのようなことが推測されるか?",ヘンリー4世はカトリック信者であった,ヘンリー4世はプロテスタント信者であった,1598年以前、フランスは宗教的対立とは無縁であった,1598年以前、フランスは宗教的対立に見舞われていた,D
"問題は以下の内容に関するものである。
本講演のタイトルを一般的にわかりやすくするため、これからお話しする物質の科学的名称である「原形質」という言葉を、「生命の物理的基礎」と訳した。多くの人々にとって、生命に物理的基礎や物質というものが存在するという考えは斬新なものであろう—非常に広く知られているのは生命が物質によって働く何らかのものであるという考えである。…このように、生命の物質は、われわれが知っている限りでは（それ以外について推測する権利はないのだが）、生命を顕在化させる条件である絶え間ない死の結果、炭素、水、窒素の化合物に分解される。これらは確かに特別な性質を持たない、ごくありふれた物質である。
トマス・ヘンリー・ハクスリー 『The Physical Basis of Life』（1868年）
この一節から、ハクスリーの見解は、19世紀のどのようなイデオロギーの代表であると推測することができるか?",アナキズム,唯物論,保守主義,ロマン主義,B
"問題は以下の内容に関するものである。
チャーティストという名の下で、善意に基づいた無分別な男たちや惑わされた男たちが、西の端から東の端まで、南のブライトンからスコットランドの北の端近くまで、非常に多くの場合、全国各地で、労働者でないすべての男を糾弾し、最も粗暴な蔑称をつけ、最も残虐な意図と行動によって徹底的に脅かし、一部の地域では財産の差し押さえと分配の計画を提案した—何人もの惑わされた男たちや性格の悪い男たちが、 チャーティストを自称してあちこちに赴き、最も乱暴なやり方で、さまざまな種類の集会を妨害し、解散させた。貴委員会は、世帯主選挙権という言葉に異議を唱えている。なぜなら、この言葉のまっとうな定義によれば、これらの王国の男性の大多数が除外されることになるからであり、また、この言葉が労働者の政治的配分にとって当然不愉快なものとなっているからである。
—イギリスの社会改革者フランシス・プレイスが1842年に書いた手紙の抜粋
チャーティスト運動の主な目標は次のうちどれか?",普通選挙権,成人男子選挙権,普遍的医療,社会保障と失業保険,B
