紛争解決の政治的手段と法的手段の違いは何か?,法的手段、すなわち仲裁や国際司法裁判所（ICJ）による裁定から生じる結果は最終的なものであり、当事者を拘束するが、外交的手段ではそうではない,政治的手段は紛争当事者の同意に基づいて追求されるが、法的手段ではそうではない,政治的手段は紛争の最終的な解決につながるが、法的手段ではそうではない,紛争解決の法的手段は重要な紛争に関してのみ追求されるが、政治的手段はすべての紛争で採用される,A
国際人権における国内救済措置の消尽の根拠は何か?,国内救済規定は、最も深刻な事件に対処するために国際法廷を解放することを目的としている,国内救済規定は、制度を悪用する申請者が不必要な申立をすることを阻止することを目的としている,国内救済規定は、一方では国際法廷への申立の量を制限すると同時に、国内法廷の能力を高めることを目的としている,国内救済規定は、事件に対処するためには国際法廷よりも国内法廷の方が常に有利であることを示すのに役立っている,C
欧州人権裁判所が用いている「生きた道具の原則」を最もよく示しているのは、次のどの判例か?,ゴルダー対英国（1978年）,A対英国（2009年）,グッドウィン対英国（2002年）,オスマン対英国（1998年）,C
外国判決の承認は、条約の編入および変型に適用される規則と同じ規則に従うか?,外国判決は編入の原則に基づいて執行される,外国判決は変型の原則に基づいて執行される,外国判決の承認は、適切な二国間条約または多国間条約の存在に依存する,外国判決の執行について、裁判所は礼譲の規則に基づいて裁量権を行使する,C
ピノチェト事件における貴族院の最も重要な判決は何であったか?,ピノチェト事件では、元国家元首は絶対的な免責特権を享受していることが確認された,ピノチェト事件では、すべての公的行為は免責特権を享受していることが確認された,ピノチェト事件では、元国家元首は解任されると個人的な免責特権を享受しなくなることが確認された,ピノチェト事件では、免責特権に関しては現職の国家元首と元国家元首の間に違いはないことが確認された,C
以下の記述のうち、誤っているものはどれか?,ニュルンベルクと東京で行われた戦争犯罪裁判は、第一次世界大戦直後に行われた,戦争犯罪裁判は、「人道に対する罪」を犯罪として導入した,戦争犯罪裁判は、戦争犯罪や人道に対する罪などの行為について、個人に法的責任を負わせた,戦争犯罪裁判は、「上官の命令」を戦争犯罪や人道に対する罪の抗弁として用いることはできないことを明らかにした,A
公海上の船舶に対する裁判権を行使するのはどの国か?,すべての国が公海上の外国船舶に対して裁判権を行使することができる,国は、自国に関係する犯罪行為の場合に限り、公海上の外国船舶に対して裁判権を行使することができる,旗国は、海賊行為などの特定の場合を除き、公海上の自国船舶に対して専属的裁判権を行使する,旗国は、例外なく、公海上の自国船舶に対して専属的裁判権を行使する唯一の国,C
条約は特定の形式を取るべきか?,条約は常にそのように指定され、特定の形式をとるべき,条約はどのように指定されても、常に特定の形式をとるべき,条約は特定の形式をとる必要も、そのように指定される必要もない,条約はどのような形式をとるにせよ、そのように指定されなければならない,C
一元論の大前提は何か?,一元論では、国際法は国内法より優れているとする,一元論では、国際法と国内法は同じ法秩序の一部とする,一元論では、国内法は国際法より優れているとする,一元論では、国内法と国際法は決して衝突しないとする,B
「文明国によって承認された法の一般原則」（ICJ規程第38条）はどこにあるか?,最も文明的な国家間においてのみ認められる確立された法の原則を探す,すべての主要な法体系に共通する確立された法の原則を探す,国際裁判所や法廷によって認められる国際法の一般原則を探す,すべての国家によって認められる法の一般原則を探す,B
公海上での違法な暴力行為が海賊行為に該当しないのはどのような場合か?,他国の公船に対して行われた場合,「私的目的」のために行われた場合,乗組員が反乱を起こし、船を掌握した場合でも、軍艦によって行われた場合,他国船に対して行われたものではなく、「私的目的」のために行われたものでもない場合,D
国連憲章第51条における「武力攻撃」の意味は何か?,武力攻撃にはあらゆる種類の武力が含まれる,武力攻撃にはあらゆる強度の高い武力が含まれる,武力攻撃にはテロ攻撃が含まれる,「武力攻撃」は侵略国に侵攻する権利を与える,B
国際責任法における「被害国」とは誰か?,国家は、国際的に不当な行為によって損害を被った場合、「損害を被った」ことになる,国家は、国際法の絶対的規範の違反があった場合、「損害を被った」ことになる,国家は、国際的に不当な行為の存在を認める場合、「損害を被った」ことになる,国家は、違反された義務が、その国家に対して単独で負っていた場合、またはその国家を含む国家集団に対して負っていた場合で、その国家が特別な影響を受けた場合、「損害を被った」ことになる,D
個人的（人的）免責とは何か?,個人的免責は、すべての肉体的な人物に与えられる,個人的免責は、個人的な資格において与えられるものであり、したがって、そのような国家の行為を対象とするものではない,個人的免責は、その行為が私的な資格で行われたか公的な資格で行われたかにかかわらず、特定の人物にのみ与えられる,個人的免責は、公的な資格で行われた行為について国家公務員に与えられる,C
次の記述のうち、国連人権理事会を最もよく表しているものはどれか?,国連人権理事会は、人権侵害国家に経済制裁を科す権限を持つ,国連人権理事会は、理事国および国連加盟国の人権に関する記録を精査する,国連人権理事会は、国連経済社会委員会に取って代わった,国連人権理事会は、27の加盟国で構成される,B
留保が条約法上無効とみなされるのはどのような場合か?,締約国の過半数が反対した場合、留保は無効,国際法廷がそう述べた場合のみ、留保は無効,国際法の明白な規範（強行規範）と両立しない場合のみ、留保は無効,条約の目的および趣旨と両立しない場合、留保は無効,D
沿岸国は大陸棚に対してどのような権利を享受するか?,沿岸国は、その大陸棚を探査し、その天然資源を開発する目的で、その大陸棚に対して、事実上かつ始原的に、主権的権利を享有する,沿岸国は、その大陸棚に対して、その宣言によってのみ主権的権利を行使することができる,沿岸国は、その大陸棚に対して、その漁業資源を開発する目的で主権的権利を行使することができる,沿岸国は、その大陸棚に対して、および、その隣接国の同意によってのみ限定された権利のみを行使することができる。,A
国連憲章第103条の適用に制限はあるか?,いいえ、103条に制限はない,はい、103条は多国間条約に優先することはできない,はい、国連憲章103条はユス・コーゲンス規範に優先することはできない,はい、ICJに提訴された場合、103条は効力を失う,C
各国は国際法上の義務に違反する口実として国内法に頼ることができるか?,国内法は常に国際法に優先する,国際慣習法のみが国内法に優先する,国際法上の義務は国内法に優先する,憲法上の義務は常に国際法上の義務に優先する,C
国際組織の暗黙の権限とは何を意味するか?,暗黙の権限とは、組織が与えられた任務を遂行するために必要な権限で、定款に規定されていないもの,組織が一方的に引き受ける新たな権限を指す,国際社会から組織に与えられた権限を指す,暗黙の権限とは、その決定が組織の定款の拡大解釈に依存するもの,A
1933年のモンテビデオ条約における国家資格の基準は何か?,当該国家が侵略者ではなく、平和的であることが必要,他国の大多数に承認されていることが必要,恒久的な人口、明確な領土、政府、対外関係を結ぶ能力があることが必要,安定した不可分の国境と承認があることが必要,C
